name,score,developer,publisher,owners,players_forever,players_2weeks,score_ratio(+to-),days_since_sale,average_days_per_sale,average_days_per_sale_variance 
Light,13,Just A Pixel Ltd.,Team17 Digital Ltd,58654,20333,0,1.35,-1.00,-1.00,-1.00
Outcast 1.1,86,Fresh3D,Fresh3D,47444,25026,1570,14.12,-1.00,-1.00,-1.00
FranknJohn,28,bitSmith Games,bitSmith Games,6778,785,0,2.40,-1.00,-1.00,-1.00
Golden Fever,40,Sergej110,Sergej110,20855,2346,1555,3.50,-1.00,-1.00,-1.00
DEADBOLT,92,"Hopoo Games, LLC","Hopoo Games, LLC",124346,81854,4692,23.29,-1.00,-1.00,-1.00
Team Fortress Classic,53,Valve,Valve,5921935,842788,5996,5.23,-1.00,-1.00,-1.00
Bullet Sorrow VR,68,VikingVRStudio,VikingVRStudio,10427,10167,2354,7.38,-1.00,-1.00,-1.00
Princess Edge - Dragonstone,62,erobotan,erobotan,785,785,0,6.67,-1.00,-1.00,-1.00
Stereo Aereo,47,The Stonebot Studio,Indietopia Games,2607,1043,1171,4.00,-1.00,-1.00,-1.00
Ninja Senki DX,49,Tribute Games Inc.,Tribute Games Inc.,4171,3137,784,4.50,-1.00,-1.00,-1.00
Chainsaw Warrior: Lords of the Night,17,Auroch Digital,Auroch Digital,48487,18508,0,1.57,-1.00,-1.00,-1.00
Danganronpa Another Episode: Ultra Despair Girls,89,"Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd.",32585,23983,1303,17.40,-1.00,-1.00,-1.00
Death Ray Manta SE,44,The Future Of Videogames,The Future Of Videogames,52137,21376,785,3.78,-1.00,-1.00,-1.00
Rescuties! VR,100,"mode of expression, LLC","mode of expression, LLC",1303,1176,0,17.00,-1.00,-1.00,-1.00
Devoured Time,,CRACKED PISTON LLC 2014,CRACKED PISTON LLC 2014,1303,0,0,0.67,-1.00,-1.00,-1.00
Star Merc,28,D247 Games,New Worlds Games,54483,49008,1043,2.36,-1.00,-1.00,-1.00
Chasm,,"Bit Kid, Inc.","Bit Kid, Inc.",3910,3910,0,0.00,-1.00,-1.00,-1.00
F.E.A.R.,86,"Monolith Productions, Inc., Timegate",Warner Bros. Interactive Entertainment,1290381,602178,4953,15.55,-1.00,-1.00,-1.00
BattleStick,5,Pinterac,Pinterac,303174,242174,1043,0.71,-1.00,-1.00,-1.00
Age of Steel: Recharge,22,Quaint Emerald,,115222,96453,1171,1.87,-1.00,-1.00,-1.00
AirMech Strike,59,Carbon Games,Carbon Games,1574786,1015881,10167,5.89,-1.00,-1.00,-1.00
Panzer Elite Action Gold Edition,9,Zootfly,THQ Nordic,20855,8081,0,1.00,-1.00,-1.00,-1.00
Escape From Paradise ,,Gogii,iWin,1564,1303,0,1.00,-1.00,-1.00,-1.00
Dungeon Dashers,6,Jigxor,Jigxor,9645,6517,0,0.82,-1.00,-1.00,-1.00
Floors of Discomfort,30,Three Prong Productions,Three Prong Productions,2868,778,0,2.50,-1.00,-1.00,-1.00
Rosenkreuzstilette Freudenstachel,100,"[erka:es], Darksquid Media",AGM PLAYISM,3650,1570,0,32.00,-1.00,-1.00,-1.00
Gum Guy,100,Nickana Studio,Nickana Studio,21376,21115,21115,6.00,-1.00,-1.00,-1.00
The Fastest Fist,89,"Touch Art Technology Co.,Ltd","Touch Art Technology Co.,Ltd",1303,1303,784,16.00,-1.00,-1.00,-1.00
Retaliation,1,"Cameron Baxter, Billy Jazz Hills Stickley",Cameron Baxter,39363,5735,0,0.41,-1.00,-1.00,-1.00
McPixel,53,Sos,Sos Mikolaj Kaminski,479657,357396,1564,5.09,-1.00,-1.00,-1.00
Woolfe - The Red Hood Diaries,15,GRIN,Rebellion,69602,48748,785,1.47,-1.00,-1.00,-1.00
Axion,2,Droog71,Droog71,6517,4432,0,0.45,-1.00,-1.00,-1.00
Dungeon Siege III,16,Obsidian Entertainment,Square Enix,778660,556297,2607,1.56,-1.00,-1.00,-1.00
Square Brawl,53,Landfall,Landfall,15120,8081,784,5.11,-1.00,-1.00,-1.00
Hounds : The Last Hope,24,Netmarble Games,Netmarble Games,23461,17205,784,2.12,-1.00,-1.00,-1.00
CityBattle | Virtual Earth,,LLC RIKOR IMT,LLC RIKOR IMT,9906,3910,778,0.00,-1.00,-1.00,-1.00
Incognito,13,"Maxwolf, Fox","Maxwolf, Fox",37799,26068,0,1.30,-1.00,-1.00,-1.00
Anima Gate of Memories,30,Anima Project,Badland Games,21115,13816,0,2.50,-1.00,-1.00,-1.00
Party Hard 2,,"Pinokl Games, Kverta",tinyBuild	,1043,0,0,0.00,-1.00,-1.00,-1.00
Fallen Mage,49,Dev4play,Dev4play,3650,2868,0,4.50,-1.00,-1.00,-1.00
Chainless,,Albert MN.,Albert MN.,781,781,0,0.00,-1.00,-1.00,-1.00
Brothers in Arms: Hell's Highway,74,Gearbox Software,Ubisoft,130602,82115,1561,9.34,-1.00,-1.00,-1.00
Live,,empty assembly,empty assembly,785,785,0,0.00,-1.00,-1.00,-1.00
Drunkenpants,,Firetail Games,Firetail Games,1825,1303,785,0.00,-1.00,-1.00,-1.00
Housekeeping VR,16,Peach Pie Productions,Glass Hand Studios,1303,1043,0,1.50,-1.00,-1.00,-1.00
BioShock Remastered,13,"2K Boston, 2K Australia, Blind Squirrel, Feral Interactive (Mac)","2K, Feral Interactive (Mac)",3863061,986164,29457,1.32,-1.00,-1.00,-1.00
3079 -- Block Action RPG,8,Phr00t's Software,Phr00t's Software,61782,45880,0,0.97,-1.00,-1.00,-1.00
The Last Hope: Trump vs Mafia - North Korea,4,"Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi",162145,143897,2085,0.66,-1.00,-1.00,-1.00
Magical Squash,97,RISING GAME,RISING GAME,785,0,0,34.00,-1.00,-1.00,-1.00
WonderCat Adventures,23,Obscure Cloud,Obscure Cloud,6778,4692,0,2.00,-1.00,-1.00,-1.00
Just A Dream,49,The Hyper Carries!,The Hyper Carries!,10688,8342,781,4.50,-1.00,-1.00,-1.00
Ripple Effect,23,"Well Played Studio, Inc","Well Played Studio, Inc",33367,14077,781,2.00,-1.00,-1.00,-1.00
Hob,71,Runic Games,Runic Games,76901,57090,10949,8.66,-1.00,-1.00,-1.00
TormentorPunisher,71,E-Studio,Raw Fury,51355,13034,1953,8.60,-1.00,-1.00,-1.00
Visitors: Marine Invasion,,Black Side,Black Side,10688,0,0,0.00,-1.00,-1.00,-1.00
Hide and Shriek,42,Funcom,Funcom,534661,332371,18769,3.57,-1.00,-1.00,-1.00
Breach of Contract Online,5,Flurry Game Studios,Flurry Game Studios,6517,3389,778,0.75,-1.00,-1.00,-1.00
Monster Puzzle,16,Flynns Arcade,Back To Basics Gaming,284666,236961,2085,1.52,-1.00,-1.00,-1.00
Zombie Defense,53,Home Net Games,Home Net Games,394413,304738,8342,4.93,-1.00,-1.00,-1.00
Killers and Thieves,10,Alex Thomas,Stoic,3650,2868,0,1.11,-1.00,-1.00,-1.00
Steel Punk Ball,,ExclexGame,ExclexGame,8603,1568,0,0.00,-1.00,-1.00,-1.00
MegaTagmension Blanc + Neptune VS Zombies (Neptunia),74,"IDEA FACTORY, COMPILE HEART, TAMSOFT",Idea Factory International,53440,33367,1961,9.21,-1.00,-1.00,-1.00
Tompi Jones,2,DreamsSoftGames,DreamsSoftGames,67778,3650,0,0.51,-1.00,-1.00,-1.00
Dynasty Feud,67,Kaia Studios,Kaia Studios,1825,1825,0,7.83,-1.00,-1.00,-1.00
Zanzarah: The Hidden Portal,24,Funatics Software,Daedalic Entertainment,65953,15902,1172,2.10,-1.00,-1.00,-1.00
Bizarre Tale,,Cesar G.,Cesar G.,785,0,0,0.00,-1.00,-1.00,-1.00
STAR-BOX: RPG Adventures in Space,9,Michael Flynn,FlynnFour Games,35714,25026,0,1.08,-1.00,-1.00,-1.00
Alchemist Defender VR,,TreeView Studios,TreeView Studios,781,781,0,0.00,-1.00,-1.00,-1.00
Love is Blind: Mutants,1,Hybriona Labs,New Reality Games,141812,127735,5735,0.39,-1.00,-1.00,-1.00
Freedom: A Time to Reckon,,"Displacement Studios, Cazack Games",Displacement Studios,2607,784,0,0.00,-1.00,-1.00,-1.00
DAMN!,,7 Raven Studios,Back To Basics Gaming ,1043,0,0,0.00,-1.00,-1.00,-1.00
Lost Sea,22,Eastasiasoft Limited,Eastasiasoft Limited,3650,2085,778,1.89,-1.00,-1.00,-1.00
Deadlings: Rotten Edition,56,ONE MORE LEVEL,ONE MORE LEVEL,75077,49008,0,5.38,-1.00,-1.00,-1.00
FreezeME,23,Rainy Night Creations,Rainy Night Creations,2607,1825,0,1.96,-1.00,-1.00,-1.00
Starblast,31,Neuronality,Neuronality,2346,2085,1569,2.65,-1.00,-1.00,-1.00
Sense of The Devil,1,Racing Bros,ANPA.US,11731,1952,0,0.31,-1.00,-1.00,-1.00
Guacamelee! Super Turbo Championship Edition,86,DrinkBox Studios,DrinkBox Studios,322986,138162,1825,15.05,-1.00,-1.00,-1.00
Alone in the Dark: Illumination,1,Pure FPS,Atari,7820,4171,0,0.30,-1.00,-1.00,-1.00
Hentai,53,PinkySwear,PinkySwear,8863,5996,1561,4.90,-1.00,-1.00,-1.00
Bit Odyssey,13,Gamesare,Clickteam,6517,1172,0,1.38,-1.00,-1.00,-1.00
Robot Heroes,,Heroes Productions,Heroes Productions,27111,2607,1172,0.00,-1.00,-1.00,-1.00
Bomb U!,68,MNGOVR,PITAYA NETWORK LIMITED,10949,3128,778,7.80,-1.00,-1.00,-1.00
Axiom Verge,92,Thomas Happ Games LLC,Thomas Happ Games LLC,149632,125649,3389,19.78,-1.00,-1.00,-1.00
World of One,42,Grimwood Team,Grimwood Team,5474,3910,0,3.57,-1.00,-1.00,-1.00
The Orb Chambers II,16,"StarSystemStudios™, Jaryd Brad Spann",StarSystemStudios™,171008,143115,0,1.50,-1.00,-1.00,-1.00
The Rare Nine,,Black Rail,Black Rail,6256,781,778,0.00,-1.00,-1.00,-1.00
Zombie Training Simulator,74,"Acceleroto, Inc.","Acceleroto, Inc.",68560,58914,2085,10.00,-1.00,-1.00,-1.00
The Parallax Effect,5,Danstarr13,Danstarr13,44055,23201,7038,0.77,-1.00,-1.00,-1.00
DARK,8,Realmforge Studios,Kalypso Media Digital,99060,70124,781,0.93,-1.00,-1.00,-1.00
Grey Zone,,A.Lepunov,A.Lepunov,785,0,0,0.00,-1.00,-1.00,-1.00
Heart&Slash,51,AHEARTFULOFGAMES,Badland Games,14598,10688,0,4.84,-1.00,-1.00,-1.00
Inner Chains,7,Telepaths Tree,IMGN.PRO,3128,2607,784,0.87,-1.00,-1.00,-1.00
Call Me Skyfish,,Gerald David Becker,Gerald David Becker,1043,0,0,0.00,-1.00,-1.00,-1.00
Just Cause,24,Avalanche Studios,Square Enix,1252060,312037,1303,2.09,-1.00,-1.00,-1.00
Deadly Days,,Pixelsplit,Pixelsplit,1570,1570,785,0.00,-1.00,-1.00,-1.00
Heroes of Dark Dungeon,100,Solomakha Taras,Solomakha Taras,20594,17987,781,5.00,-1.00,-1.00,-1.00
Stars Simulation,3,Just Amusing Myself Studios,Just Amusing Myself Studios,51876,51094,781,0.57,-1.00,-1.00,-1.00
Naninights,2,Maxim Moore,,38060,3389,0,0.45,-1.00,-1.00,-1.00
Crankies Workshop: Freebot Assembly,13,Crankies Smartworks,VT Publishing,5996,4432,1555,1.36,-1.00,-1.00,-1.00
Putrefaction 2: Rumble in the hometown,33,Kazakov Oleg,Kazakov Oleg,9385,1176,784,2.71,-1.00,-1.00,-1.00
Iron Impact,71,Vasiliy Kostin,Siberian Digital,116786,87589,778,8.25,-1.00,-1.00,-1.00
Eliosi's Hunt,71,TDZ Games,TDZ Games,785,0,0,8.25,-1.00,-1.00,-1.00
Curses 'N Chaos,13,Tribute Games Inc.,Tribute Games Inc.,50312,12252,781,1.29,-1.00,-1.00,-1.00
Other Worlds India,9,SharF Co.,SharF Co.,52919,51876,0,1.00,-1.00,-1.00,-1.00
Stardust Galaxy Warriors: Stellar Climax,89,Dreamloop Games,Dreamloop Games,13295,9124,0,18.67,-1.00,-1.00,-1.00
Game Type,42,Mommy's Best Games,Mommy's Best Games,9906,5214,0,3.67,-1.00,-1.00,-1.00
Level 22: Garys Misadventure - 2016 Edition,30,Moving Player,Plug In Digital,29718,10167,778,2.50,-1.00,-1.00,-1.00
HoloBall,82,TreeFortress Games,TreeFortress Games,23722,20855,785,12.63,-1.00,-1.00,-1.00
Princess Kaguya: Legend of the Moon Warrior,5,Zoo Corporation,Zoo Corporation,13295,8081,0,0.71,-1.00,-1.00,-1.00
PewDiePie: Legend of the Brofist,67,Outerminds Inc.,Outerminds Inc.,37799,34671,0,7.66,-1.00,-1.00,-1.00
Quantum Rush Champions,14,GameArt Studio GmbH,GameArt Studio GmbH,35453,26590,785,1.39,-1.00,-1.00,-1.00
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,74,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,670737,553169,5996,9.69,-1.00,-1.00,-1.00
Escape From Paradise 2,,Gogiii,iWin,1961,1569,0,2.00,-1.00,-1.00,-1.00
EeOneGuy Adventure,3,Akakiy Petrushkin,"Akakiy Petrushkin, AYE Technology",281538,212457,1825,0.58,-1.00,-1.00,-1.00
A Demon's Game - Episode 1,27,RP Studios,RP Studios,5996,784,0,2.30,-1.00,-1.00,-1.00
RESIDENT EVIL 7 biohazard / BIOHAZARD 7 resident evil,78,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",527622,498947,34932,10.86,-1.00,-1.00,-1.00
Universal Combat CE,4,3000AD,3000AD,127995,31021,0,0.66,-1.00,-1.00,-1.00
The Onion Knights - Definitive Edition,18,THEM corporation,Insel Games Ltd.,3650,3515,0,1.67,-1.00,-1.00,-1.00
Alien Breed 2: Assault,24,Team17 Digital Ltd,Team17 Digital Ltd,499469,144940,1570,2.05,-1.00,-1.00,-1.00
Plain Sight,27,Beatnik Games,Beatnik Games,168923,105577,0,2.32,-1.00,-1.00,-1.00
Urban Trial Freestyle,49,Tate Multimedia,Tate Multimedia,175440,135034,1564,4.33,-1.00,-1.00,-1.00
5 Minutes Rage,,Indomitus Games,Indomitus Games,7299,1043,0,0.00,-1.00,-1.00,-1.00
Pang Adventures,59,DotEmu,DotEmu,28414,15641,1562,5.68,-1.00,-1.00,-1.00
MetaTron,15,TubbyKiD UG (haftungsbeschränkt),TubbyKiD UG (haftungsbeschränkt),9385,7038,785,1.44,-1.00,-1.00,-1.00
Gods vs Humans,11,Artefacts Studio,Microids Indie,36756,7299,0,1.14,-1.00,-1.00,-1.00
The Rebel,13,Clockwork Game Software,Clockwork Game Software,10949,1171,0,1.29,-1.00,-1.00,-1.00
EvilMorph,65,ClickGames,ClickGames,21897,19551,784,7.10,-1.00,-1.00,-1.00
Blue Horizon,7,Blue Horizon Studios Ltd,Blue Horizon Studios Ltd,2868,1825,0,0.90,-1.00,-1.00,-1.00
Candy Thieves - Tale of Gnomes,100,TrolleyBuzz LLC,TrolleyBuzz LLC,2607,0,0,2.00,-1.00,-1.00,-1.00
QUAKE,92,id Software,id Software,438469,229922,3650,22.41,-1.00,-1.00,-1.00
Savage Resurrection,13,"S2 Games, LLC","S2 Games, LLC",106098,78987,1171,1.32,-1.00,-1.00,-1.00
Tengutana,,Bartoš Studio,Bartoš Studio,2085,784,0,0.00,-1.00,-1.00,-1.00
Cubium Dreams,13,Igrodelsky,Siberian Digital,128256,93324,781,1.38,-1.00,-1.00,-1.00
Castles,28,Whootgames,Badland Games,6256,4171,784,2.44,-1.00,-1.00,-1.00
iOMoon,49,Headtrip Games llc,Headtrip Games llc,2085,1303,0,4.50,-1.00,-1.00,-1.00
HeXen: Beyond Heretic,82,Raven Software,id Software,223405,56047,1303,12.06,-1.00,-1.00,-1.00
Tower Defense Ultimate,42,Dev4play,Dev4play,3128,2607,0,3.57,-1.00,-1.00,-1.00
20XX,86,"Batterystaple Games, Fire Hose Games",Batterystaple Games,96453,89675,4953,15.32,-1.00,-1.00,-1.00
Zombie Playground,9,stealth.gg,stealth.gg,54483,30239,782,1.08,-1.00,-1.00,-1.00
Ku: Shroud of the Morrigan,1,bitSmith Games,bitSmith Games,29196,20333,0,0.37,-1.00,-1.00,-1.00
The Defenders: The Second Wave,11,FallenMaster,FallenMaster,44837,29979,0,1.19,-1.00,-1.00,-1.00
Infinity Runner,24,Wales Interactive,Wales Interactive,12252,8863,0,2.05,-1.00,-1.00,-1.00
Osiris: New Dawn,30,Fenix Fire Entertainment,Reverb Triple XP,333935,314384,15641,2.45,-1.00,-1.00,-1.00
Stikbold! A Dodgeball Adventure,65,Game Swing,Curve Digital,87068,33889,0,6.92,-1.00,-1.00,-1.00
BloodGate,19,Outsmart,Outsmart,9906,6256,0,1.72,-1.00,-1.00,-1.00
JDM Tuner Racing,4,JDM4iK,JDM4iK,108444,13034,0,0.68,-1.00,-1.00,-1.00
Root Of Evil: The Tailor,74,EastFog Studios,EastFog Studios,13816,8081,1303,10.05,-1.00,-1.00,-1.00
Landfill,,NANO,AYE Technology,63867,61260,0,0.14,-1.00,-1.00,-1.00
Shadow Warrior 2,67,Flying Wild Hog,Devolver Digital,344884,314123,9385,7.86,-1.00,-1.00,-1.00
Evil Glitch,74,Agar3s,K Bros Games,46923,45359,0,9.50,-1.00,-1.00,-1.00
BlazBlue Centralfiction,67,Arc System Works,"H2 Interactive Co., Ltd.",68038,60478,12513,7.82,-1.00,-1.00,-1.00
Alien Spidy,16,Enigma SP,Kalypso Media Digital,46402,10949,0,1.52,-1.00,-1.00,-1.00
Super Flippin' Phones,62,"BlauwPrint, 3xBlast",BlauwPrint,4692,781,0,6.25,-1.00,-1.00,-1.00
Cosmic Rocket Defender,3,Alien Sync Interactive,L Kirkpatrick Media LLC,28154,1303,0,0.54,-1.00,-1.00,-1.00
PLAYERUNKN4WN: Zombie,5,"lalalaZero, Urbanoff",Cisamid Inc.,5474,3128,1172,0.75,-1.00,-1.00,-1.00
GEARCRACK Arena,,Walter Machado,Walter Machado,251559,127213,0,1.23,-1.00,-1.00,-1.00
REGENESIS Arcade Lite,100,Hyperbook Studio,Blue Technology Sp. z o.o.,10167,7038,1303,17.00,-1.00,-1.00,-1.00
Hammer 2,65,RewindApp,RewindApp,3650,785,0,7.00,-1.00,-1.00,-1.00
Elven Assassin,74,Wenkly Studio Sp. z o.o.,Wenkly Studio Sp. z o.o.,9124,8081,1564,9.83,-1.00,-1.00,-1.00
Slug Blast,,CASGames,CASGames,29718,29457,778,0.00,-1.00,-1.00,-1.00
Trenches of War,56,Vashta Entertainment,Vashta Entertainment,3910,2607,0,5.33,-1.00,-1.00,-1.00
Eldritch Hunter,59,Joshua Missile,Joshua Missile,5474,3910,785,5.67,-1.00,-1.00,-1.00
Tallowmere,86,Chris McFarland,Chris McFarland,26068,21115,781,15.29,-1.00,-1.00,-1.00
Stick it to The Man!,89,Zoink Games,Ripstone,47444,25547,0,18.32,-1.00,-1.00,-1.00
LARA CROFT AND THE TEMPLE OF OSIRIS,12,Crystal Dynamics,Square Enix,295093,133209,1825,1.23,-1.00,-1.00,-1.00
King Oddball,86,10tons Ltd,10tons Ltd,784,784,784,13.50,-1.00,-1.00,-1.00
Fractal Space,,Haze Games,,2085,0,0,0.00,-1.00,-1.00,-1.00
Dustoff Heli Rescue,56,Invictus Games Ltd.,Black Shell Media,37538,27372,782,5.37,-1.00,-1.00,-1.00
Batman: Arkham City - Game of the Year Edition,92,"Rocksteady Studios, Feral Interactive (Mac)","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",3641480,2116485,32325,22.85,-1.00,-1.00,-1.00
Codename CURE,51,Hoobalugalar_X,Hoobalugalar_X,2795564,1912891,65171,4.56,-1.00,-1.00,-1.00
Tea Party Simulator 2015,25,"Liens, Power Up to Maximum","Liens, Power Up to Maximum",111572,84722,778,2.18,-1.00,-1.00,-1.00
Asura: Vengeance Expansion,65,Ogre Head Studio,"Ogre Head Studio, Coconut Island Games, Dangen Entertainment",18248,16684,1171,6.83,-1.00,-1.00,-1.00
Splasher,95,Splashteam,"Playdius, Plug In Digital",8603,7299,785,27.64,-1.00,-1.00,-1.00
The guard of dungeon,16,HeX,Laush Studio,83419,80290,2352,1.52,-1.00,-1.00,-1.00
Square Heroes,62,Gnomic Studios,Gnomic Studios,46923,34671,784,6.53,-1.00,-1.00,-1.00
Pixel-Warfare: Pro,23,Angel Iliev Hrisimov,PIXELMAKER-2016 PLTD,18508,3128,0,1.96,-1.00,-1.00,-1.00
ICEBOX: Speedgunner,,Games Of Edan,Capricorn 76 Pty Ltd,1176,1570,0,0.00,-1.00,-1.00,-1.00
Default Dan,100,Kikiwik Games,Kikiwik Games,5996,2085,0,36.00,-1.00,-1.00,-1.00
Reign of Bullets,49,Critical Bit,"Critical Bit, Triangle Studios",14598,7560,0,4.29,-1.00,-1.00,-1.00
Fistful of Frags,78,Fistful of Frags Team,Fistful of Frags Team,4048146,2776273,64649,10.49,-1.00,-1.00,-1.00
Octodad: Dadliest Catch,82,Young Horses,Young Horses,663177,472618,6778,13.00,-1.00,-1.00,-1.00
Go To Bed: Survive The Night,6,Touchfight Games LLC,Touchfight Games LLC,15120,2352,0,0.83,-1.00,-1.00,-1.00
PixelJunk Shooter Ultimate,53,"Q-Games Ltd., Double Eleven",Double Eleven,16162,12513,1043,5.00,-1.00,-1.00,-1.00
Killing Floor 2,65,Tripwire Interactive,Tripwire Interactive,1839640,1669153,204115,7.05,-1.00,-1.00,-1.00
Gladius | Gladiator VR Sword fighting,49,Multiverse,Multiverse,3389,3128,1171,4.29,-1.00,-1.00,-1.00
ROAD OF DANGER,17,Atriagames,Atriagames,3910,784,0,1.57,-1.00,-1.00,-1.00
Goliath,28,Whalebox Studio,Octopus Tree,17205,10949,0,2.42,-1.00,-1.00,-1.00
Rise,23,New State,New State,782,0,0,2.00,-1.00,-1.00,-1.00
VirtuGO,,Surreal Games,Surreal Games,3650,778,0,0.00,-1.00,-1.00,-1.00
Geneshift,99,Nik Nak Studios,Nik Nak Studios,1043,782,0,87.00,-1.00,-1.00,-1.00
Duet,89,Kumobius,Kumobius,91760,39363,1561,17.09,-1.00,-1.00,-1.00
The Purge Day,16,Red Limb Studio,Red Limb Studio,5214,2868,0,1.50,-1.00,-1.00,-1.00
Danmaku Unlimited 3,71,Doragon Entertainment,Doragon Entertainment,4953,4171,781,8.70,-1.00,-1.00,-1.00
Fortified,42,Clapfoot,Clapfoot,14598,11991,0,3.72,-1.00,-1.00,-1.00
"Pirates, Vikings, and Knights II",65,Octoshark Studios,Octoshark Studios,939762,531533,7038,7.09,-1.00,-1.00,-1.00
Blasting Agent: Ultimate Edition,16,"Axol Studio, LLC","Axol Studio, LLC",7560,5214,0,1.50,-1.00,-1.00,-1.00
Where They Cremate The Roadkill,59,The Gunseed Collab,The Gunseed Collab,784,784,0,5.67,-1.00,-1.00,-1.00
Nimbatus - The Space Drone Constructor,,Stray Fawn Studio,Stray Fawn Studio,1172,778,0,0.00,-1.00,-1.00,-1.00
Felt Tip Circus,33,Alpha Wave Entertainment,AAD Productions,22679,2607,0,2.83,-1.00,-1.00,-1.00
Dimension Hunter VR,56,Pocket Money Games,Pocket Money Games ,1564,1171,0,5.44,-1.00,-1.00,-1.00
Lightblade VR,56,Andreas Hager Gaming,Andreas Hager Gaming,44316,42752,2868,5.40,-1.00,-1.00,-1.00
Six Sides of the World,71,Cybernetik Design,Talking About Media,34149,24244,1172,8.25,-1.00,-1.00,-1.00
Hoplite,23,Brimo Studio,Brimo Studio,103230,96453,784,1.94,-1.00,-1.00,-1.00
Delta Force: Xtreme,39,NovaLogic,"NovaLogic, THQ Nordic",17726,4432,0,3.33,-1.00,-1.00,-1.00
Force of Nature,39,A.Y.std,A.Y.std,100363,92542,5214,3.19,-1.00,-1.00,-1.00
Bardbarian,71,TreeFortress Games,TreeFortress Games,123303,88372,785,8.29,-1.00,-1.00,-1.00
GORN,97,Free Lives,Devolver Digital,61782,57350,16423,39.03,-1.00,-1.00,-1.00
"What The Heck, Dude?",4,The_Kiddy,The_Kiddy,5214,3910,784,0.67,-1.00,-1.00,-1.00
Guise Of The Wolf,2,FUN Creators,FUN Creators,14598,11470,0,0.46,-1.00,-1.00,-1.00
Half-Life: Blue Shift,74,Gearbox Software,Valve,5913071,793780,8603,9.15,-1.00,-1.00,-1.00
The Growth Journey,27,Cleverweek,Cleverweek,120175,113136,1568,2.24,-1.00,-1.00,-1.00
Bit Bullet,,GrowFall Studios,GrowFall Studios,2085,0,0,0.00,-1.00,-1.00,-1.00
Bear Football,,Hero Game,Hero Game,1570,0,0,0.00,-1.00,-1.00,-1.00
Shadowgrounds,47,Frozenbyte,Frozenbyte,577413,270068,1564,4.06,-1.00,-1.00,-1.00
WinKings,53,Lemondo Games,Lemondo Games,5474,3910,0,5.00,-1.00,-1.00,-1.00
Robot Warriors,,Fabio Cunha,Fabio Cunha,3128,0,0,0.00,-1.00,-1.00,-1.00
Radiation Island,37,Atypical Games,Atypical Games,11991,10427,785,3.15,-1.00,-1.00,-1.00
Lone Warrior,12,EHTechnology,EHTechnology,34149,32064,9906,1.27,-1.00,-1.00,-1.00
Quake Champions,17,id Software,Bethesda Softworks,256512,116525,19030,1.59,-1.00,-1.00,-1.00
Elements: Epic Heroes,16,Zadzen Games Ltd.,Zadzen Games Ltd.,5735,1825,0,1.50,-1.00,-1.00,-1.00
WALLSLIDE,53,Red Matter Studio,Red Matter Studio,50572,49530,778,5.18,-1.00,-1.00,-1.00
Sundered,47,Thunder Lotus Games,Thunder Lotus Games,38842,28936,3389,4.04,-1.00,-1.00,-1.00
Devour them all,0,Dexion Games,Dexion Games,10688,784,0,0.24,-1.00,-1.00,-1.00
NieR:Automata,47,Square Enix,Square Enix,701498,660571,63085,4.07,-1.00,-1.00,-1.00
Project Pulsation,3,VGstudio,VGstudio,205418,177004,0,0.59,-1.00,-1.00,-1.00
TimeShift,44,Saber Interactive,Activision,147547,60218,1176,3.99,-1.00,-1.00,-1.00
Fable - The Lost Chapters,82,Lionhead Studios,Microsoft Studios,685075,489563,5474,13.09,-1.00,-1.00,-1.00
"Sir, You Are Being Hunted",44,Big Robot Ltd,Big Robot Ltd,498947,340973,4171,3.94,-1.00,-1.00,-1.00
ASSASSINATION BOX,19,VitaliZelenyuk,VitaliZelenyuk,161623,150153,1570,1.75,-1.00,-1.00,-1.00
Sol Divide,19,Psikyo,Console Classics,1172,0,0,1.75,-1.00,-1.00,-1.00
Forward to the Sky,59,Animu Game,Animu Game,60739,42491,4953,5.91,-1.00,-1.00,-1.00
Star Control: The Ur-Quan Masters,74,Toys for Bob,Stardock Entertainment,2868,1564,0,9.67,-1.00,-1.00,-1.00
The Legend of Dark Witch,40,INSIDE SYSTEM,INSIDE SYSTEM,35974,20073,785,3.35,-1.00,-1.00,-1.00
Day of Infamy,53,New World Interactive,New World Interactive,431952,356614,64910,5.24,-1.00,-1.00,-1.00
Mysterious Space,53,Ben Hendel-Doying,benmakesgames.com,14338,6517,0,5.00,-1.00,-1.00,-1.00
Rock of Ages,82,ACE Team,ATLUS USA,461670,365217,2346,11.53,-1.00,-1.00,-1.00
Grass Max,51,AAAGAMES s.r.o.,AAAGAMES s.r.o.,782,782,0,4.67,-1.00,-1.00,-1.00
Crazy Max VR,,Engineering Office Fink,Engineering Office Fink,4953,2607,0,0.14,-1.00,-1.00,-1.00
Z69,33,Yah_Shi,Rhino Games,20073,1561,1555,2.83,-1.00,-1.00,-1.00
Demolition Inc.,44,Zeroscale,Zeroscale,84461,65171,0,3.78,-1.00,-1.00,-1.00
